window,mean latency
212,1547.6508
213,1547.8304000000003
214,1549.6799999999998
215,1547.5588
216,1547.6442000000002
217,1548.9746
218,1549.9910000000002
219,1549.2198
220,1547.5524
221,1548.0328
222,1548.1760000000002
223,1548.2539999999997
224,1547.4876
225,1547.5758
226,1548.0059999999999
227,1547.7212
228,1547.4886000000001
229,1547.7706000000003
230,1547.4406000000001
231,1547.9385999999997
232,1548.8939999999998
233,1549.8962
234,1547.4617999999998
235,1547.4551999999999
236,1549.9272
237,1547.4604
238,1547.4316
239,1547.6022
240,1547.3503999999998
241,1547.3455999999999
242,1547.4765999999997
243,1547.4758
244,1547.8804
245,1547.7432000000001
246,1547.7764000000002
247,1547.602
248,1547.6714
249,1549.2104000000002
250,1549.0610000000001
251,1547.8382
252,1547.8238
253,1548.477
254,1549.8528
255,1548.105
256,1547.8246000000001
257,1546.6478
258,1547.5898
259,1547.6897999999997
260,1547.8314000000003
261,1547.6614
262,1547.6213999999998
263,1547.6542000000002
264,1547.4262000000003
265,1547.7814
266,1550.6938
267,1548.8598000000002
268,1547.5819999999999
269,1547.5733999999998
270,1547.6964
271,1549.211
272,1549.1018
273,1547.7114000000001
274,1547.4392
275,1547.4900000000002
276,1547.6281999999999
277,1548.0615999999998
278,1547.5403999999999
279,1547.7033999999999
280,1548.0549999999998
281,1547.3980000000001
282,1547.8685999999998
283,1548.8634000000002
284,1547.6694000000002
285,1547.6854000000003
286,1548.0428
287,1547.7826
288,1549.4458
289,1549.2004
290,1547.7333999999998
291,1548.2069999999999
292,1547.5700000000002
293,1547.3396
294,1547.8502
295,1547.5900000000001
296,1547.5632
297,1547.6860000000001
298,1548.9016
299,1551.2032000000004
300,1547.6464
301,1547.468
302,1547.4658
303,1547.4822
304,1547.6022
305,1547.5421999999999
306,1547.5884
307,1547.6234
308,1547.6104
309,1547.6194
310,1547.4270000000001
311,1547.4214
312,1549.1378
313,1548.0513999999998
314,1547.4006
315,1548.3828
316,1548.042
317,1548.8486
318,1547.5211999999997
319,1547.7606
320,1548.2971999999997
321,1547.4562
322,1547.6258000000003
323,1548.3057999999999
324,1547.9152
325,1547.8331999999998
326,1547.6727999999998
327,1547.4282
328,1547.8691999999999
329,1547.4329999999998
330,1550.0657999999999
331,1547.4496
332,1549.366
333,1549.7642
334,1549.5744
335,1547.4542
336,1547.835
337,1547.74
338,1547.4464000000003
339,1549.8144000000002
340,1548.5394000000001
341,1548.216
342,1547.6961999999999
