window,mean latency
212,1540.8766
213,1540.6708
214,1540.8002000000001
215,1543.1162
216,1541.2941999999998
217,1540.7672000000002
218,1542.3258
219,1541.0036
220,1540.9660000000001
221,1541.1072
222,1540.9126
223,1541.2531999999999
224,1541.5182
225,1540.6474
226,1540.8518
227,1542.1509999999998
228,1544.4460000000001
229,1540.7868000000003
230,1540.9913999999999
231,1542.5944
232,1541.0054
233,1541.3229999999999
234,1541.7087999999999
235,1540.7236
236,1541.56
237,1540.8318
238,1540.739
239,1540.7822
240,1540.8538
241,1541.1399999999999
242,1541.1399999999999
243,1540.7822
244,1541.523
245,1540.8512000000003
246,1542.9374
247,1542.1186000000002
248,1541.2995999999998
249,1543.2621999999997
250,1541.1792
251,1540.7302
252,1540.8418000000001
253,1541.5893999999998
254,1540.9432
255,1540.8504
256,1541.083
257,1540.7856000000002
258,1540.7006
259,1541.0734
260,1540.9678000000001
261,1541.1794
262,1542.2596
263,1542.2824
264,1542.4506
265,1542.7704
266,1540.6612
267,1541.0114
268,1540.9509999999998
269,1541.0514
270,1540.6336
271,1541.9862
272,1541.0094000000001
273,1541.3526
274,1541.766
275,1540.9484000000002
276,1541.0589999999997
277,1541.0008
278,1541.1892000000003
279,1544.3956
280,1541.1254000000001
281,1542.4756000000002
282,1541.2315999999998
283,1541.1058
284,1541.343
285,1541.3269999999998
286,1540.7195999999997
287,1540.8112
288,1540.7415999999998
289,1541.018
290,1540.7718
291,1540.8188
292,1540.6344000000001
293,1540.6594
294,1541.0665999999999
295,1542.4752000000003
296,1540.5722
297,1543.7902000000001
298,1541.2702000000002
299,1540.5973999999999
300,1540.6896000000002
301,1540.5412000000001
302,1541.2186
303,1540.9389999999999
304,1540.7618
305,1541.0592
306,1540.3122
307,1541.2354
308,1542.6602
309,1540.5074
310,1540.7946
311,1540.6432
312,1542.8867999999998
313,1542.2863999999997
314,1541.0472
315,1540.9768
316,1541.5054000000002
317,1540.7438000000002
318,1542.3204
319,1540.7992
320,1540.8528
321,1540.6712000000002
322,1540.7756000000002
323,1540.6838
324,1541.3066
325,1541.6513999999997
326,1541.7504000000001
327,1540.5813999999998
328,1542.0038000000002
329,1540.7826
330,1541.0273999999997
331,1540.9343999999999
332,1540.7423999999996
333,1542.1785999999997
334,1541.4991999999997
335,1540.9281999999998
336,1541.1896000000002
337,1541.1205999999997
338,1541.0220000000004
339,1540.6150000000002
340,1540.822
341,1541.5788
342,1540.6664
343,1544.0762
344,1542.3246000000004
345,1540.8422
346,1540.9204
347,1540.6464
348,1540.6564
349,1540.6834000000001
350,1541.0272
351,1540.3456
352,1540.2780000000002
353,1540.5953999999997
354,1540.6164
355,1541.1190000000001
356,1542.5174000000002
357,1542.6698000000001
358,1540.7903999999999
359,1542.23
360,1543.1296
361,1542.1462000000001
362,1542.5161999999998
363,1540.6844000000003
364,1540.8864
365,1540.6188000000004
366,1540.4887999999999
367,1541.3455999999999
368,1541.7312000000002
369,1540.8428
370,1540.7608
371,1540.4642
372,1540.8612
373,1541.0942
374,1540.1358
375,1539.7972
376,1539.8018
377,1539.6268000000002
378,1540.6636000000003
379,1541.2559999999999
380,1539.5142
381,1540.0934000000002
382,1540.2102
383,1539.8103999999998
384,1539.6580000000001
385,1539.5102
386,1540.4862
387,1539.7207999999998
388,1539.4484
389,1541.4204000000002
390,1540.1006000000002
391,1539.6384000000003
392,1540.274
393,1539.8678
394,1539.6544
395,1542.4388
396,1544.1308000000001
397,1539.6354
398,1540.4440000000002
399,1539.9846
400,1540.9038
401,1540.34
402,1539.622
403,1539.8474
404,1540.2687999999998
405,1539.8488000000002
406,1540.9425999999999
407,1539.6254000000001
408,1539.7383999999997
409,1540.1654
410,1540.0675999999999
411,1540.0594
412,1540.1526
413,1540.341
414,1541.3075999999999
415,1539.2837999999997
416,1539.4754
417,1539.5944000000002
418,1539.5459999999998
419,1539.4743999999998
420,1539.7304
421,1539.6226
422,1539.627
423,1539.3654000000001
424,1539.7708
425,1539.6286
426,1539.9524000000001
427,1541.3002000000001
428,1539.7556
429,1539.8046000000002
430,1540.1744
431,1541.0314
432,1540.5982
433,1541.642
434,1539.5664000000002
435,1540.2151999999999
436,1540.3703999999998
437,1539.9238
438,1539.5096
439,1539.7674
440,1539.5302000000001
441,1539.6991999999998
442,1539.5027999999998
443,1539.9918
444,1540.1186000000002
445,1539.8755999999998
446,1539.7792
447,1540.576
448,1541.7523999999999
449,1542.6075999999998
450,1540.5296
451,1540.9572
452,1540.5848
453,1539.5806
454,1540.3734
455,1540.23
456,1540.3110000000001
457,1540.3028
458,1539.5883999999999
459,1540.115
460,1540.2162
461,1541.151
462,1539.6440000000002
463,1539.7956
464,1539.662
465,1539.401
466,1540.2377999999999
467,1542.3162
468,1539.7222
469,1539.5883999999999
470,1539.9958000000001
471,1539.3766
