window,latency
null,2020-09-17 14:52:22.781264
null,2020-09-17 14:52:24.328347
null,2020-09-17 14:52:25.868257
null,2020-09-17 14:52:27.403004
null,2020-09-17 14:52:28.995323
null,2020-09-17 14:52:30.532837
null,2020-09-17 14:52:32.067657
null,2020-09-17 14:52:33.599104
null,2020-09-17 14:52:35.128725
null,2020-09-17 14:52:36.661643
null,2020-09-17 14:52:38.195766
null,2020-09-17 14:52:39.724274
null,2020-09-17 14:52:41.254420
null,2020-09-17 14:52:42.782038
null,2020-09-17 14:52:44.313824
null,2020-09-17 14:52:45.842182
null,2020-09-17 14:52:47.369157
null,2020-09-17 14:52:48.895543
null,2020-09-17 14:52:50.421831
null,2020-09-17 14:52:51.948849
null,2020-09-17 14:52:53.474789
null,2020-09-17 14:52:55.000905
null,2020-09-17 14:52:56.527105
null,2020-09-17 14:52:58.053607
null,2020-09-17 14:52:59.587027
null,2020-09-17 14:53:01.113181
null,2020-09-17 14:53:02.639099
null,2020-09-17 14:53:04.166290
null,2020-09-17 14:53:05.692958
null,2020-09-17 14:53:07.218713
null,2020-09-17 14:53:08.744194
null,2020-09-17 14:53:10.269583
null,2020-09-17 14:53:11.794946
null,2020-09-17 14:53:13.320555
null,2020-09-17 14:53:14.846116
null,2020-09-17 14:53:16.371486
null,2020-09-17 14:53:17.896745
null,2020-09-17 14:53:19.422660
null,2020-09-17 14:53:20.947949
null,2020-09-17 14:53:22.472795
null,2020-09-17 14:53:23.997645
null,2020-09-17 14:53:25.523048
null,2020-09-17 14:53:27.049363
null,2020-09-17 14:53:28.574544
null,2020-09-17 14:53:30.099799
null,2020-09-17 14:53:31.624791
null,2020-09-17 14:53:33.149805
null,2020-09-17 14:53:34.678007
null,2020-09-17 14:53:36.203500
null,2020-09-17 14:53:37.729926
null,2020-09-17 14:53:39.255473
null,2020-09-17 14:53:40.781017
null,2020-09-17 14:53:42.306570
null,2020-09-17 14:53:43.832015
null,2020-09-17 14:53:45.357407
null,2020-09-17 14:53:46.883105
null,2020-09-17 14:53:48.408281
null,2020-09-17 14:53:49.933756
null,2020-09-17 14:53:51.459313
null,2020-09-17 14:53:52.984316
null,2020-09-17 14:53:54.509485
null,2020-09-17 14:53:56.035614
null,2020-09-17 14:53:57.560841
null,2020-09-17 14:53:59.086251
null,2020-09-17 14:54:00.611584
null,2020-09-17 14:54:02.137379
null,2020-09-17 14:54:03.662672
null,2020-09-17 14:54:05.187939
null,2020-09-17 14:54:06.713447
