window,mean latency
212,60.8162
213,61.77140000000001
214,59.5878
215,59.81320000000001
216,56.5228
217,60.772800000000004
218,61.5142
219,65.38159999999999
220,67.0036
221,62.52940000000001
222,58.7856
223,59.77919999999999
224,55.926
225,57.2248
226,55.8024
227,61.58639999999999
228,57.8996
229,59.46040000000001
230,63.525
231,50.183400000000006
232,52.5912
233,55.276599999999995
234,56.1216
235,58.98720000000001
236,58.0972
237,56.9298
238,59.552600000000005
239,107.26679999999999
240,58.2832
241,55.01840000000001
242,57.68420000000001
243,57.17279999999998
244,60.4932
245,61.5098
246,67.21780000000001
247,55.754200000000004
248,59.5832
249,54.4048
250,60.60919999999999
251,58.3566
252,58.245400000000004
253,57.7318
254,56.16760000000001
255,58.3346
256,58.65599999999999
257,66.1952
258,59.13880000000002
259,58.816599999999994
260,60.790000000000006
261,59.5708
262,61.209
263,64.6034
264,55.925
265,56.70379999999999
266,60.8066
267,64.25739999999999
268,57.620000000000005
269,61.730000000000004
270,59.87220000000001
271,60.325599999999994
272,57.3328
273,57.9634
274,51.5376
275,56.8274
276,58.23480000000001
277,60.074200000000005
278,72.1096
279,57.7462
280,56.709
281,57.3978
282,57.1992
283,60.657799999999995
284,58.641600000000004
285,61.2088
286,64.85839999999999
287,59.39319999999999
288,58.776799999999994
289,55.125
290,59.212199999999996
291,58.489999999999995
292,51.227999999999994
293,59.2866
294,58.1776
295,58.9332
296,79.3418
297,60.431999999999995
298,52.56600000000001
299,62.70399999999999
300,54.1576
301,54.8754
302,54.0348
303,59.5902
304,58.681200000000004
305,61.819600000000015
306,57.7288
307,59.579600000000006
308,57.364
309,56.92679999999999
310,58.028600000000004
311,58.8362
312,55.49300000000001
313,61.427200000000006
314,57.4086
315,54.2946
316,68.03840000000001
317,58.79480000000001
318,58.024599999999985
319,62.7496
320,60.06259999999999
321,57.13220000000001
322,55.866
323,62.910799999999995
324,66.9838
325,62.03240000000001
326,61.9748
327,59.2968
328,59.6826
329,54.014599999999994
330,60.639599999999994
331,57.6826
332,60.4104
333,58.970600000000005
334,62.286
335,70.322
336,67.3004
337,61.0878
338,58.9576
339,57.3164
340,57.97840000000001
341,60.16920000000001
342,57.2558
343,59.1552
344,59.27660000000001
345,57.072799999999994
346,57.6576
347,60.31859999999999
348,53.6254
349,56.32899999999999
350,58.574200000000005
351,53.7094
352,59.5538
353,61.89300000000001
354,57.8402
355,59.737199999999994
356,59.742200000000004
357,57.4532
358,53.304199999999994
359,60.6306
360,55.3488
361,56.342200000000005
362,59.156600000000005
363,63.58720000000001
364,62.907
365,62.803999999999995
366,58.09100000000001
367,56.499399999999994
368,56.7846
369,61.598
370,56.9326
371,59.52420000000001
372,62.79259999999999
373,60.0416
374,62.67720000000001
375,58.7592
376,53.739999999999995
377,59.65
378,55.39880000000001
379,57.96900000000001
380,58.8932
381,57.4702
382,53.617
383,62.1078
384,63.0472
385,58.8932
386,59.8284
387,56.6432
388,60.8248
389,61.3036
390,53.477999999999994
391,62.1476
392,59.596799999999995
393,58.9856
394,59.7076
395,58.28420000000001
396,61.361799999999995
397,61.38099999999999
398,58.7402
399,58.8128
400,54.236000000000004
401,53.014199999999995
402,67.0328
403,62.9874
404,58.22120000000001
405,54.06859999999999
406,60.0678
407,61.5226
408,59.077200000000005
409,57.740199999999994
410,57.8894
411,51.057599999999994
412,59.46079999999999
413,65.4484
414,62.6554
415,55.8116
416,51.29080000000001
417,61.4616
418,54.04600000000001
419,52.29939999999999
420,58.40219999999999
421,61.34319999999999
422,61.8002
423,54.507000000000005
424,59.49400000000001
425,56.401599999999995
426,60.45039999999999
427,65.03880000000001
428,62.4624
429,53.830799999999996
430,60.4384
431,56.218
432,52.59159999999999
433,52.809000000000005
434,59.0268
435,61.4366
436,56.771
437,58.26520000000001
438,58.072199999999995
439,57.459199999999996
440,54.7332
441,58.415200000000006
442,55.291999999999994
443,61.108799999999995
444,56.55460000000001
445,56.9218
446,56.1604
447,61.1204
448,51.38599999999999
449,61.2992
450,57.511
451,53.81500000000001
452,62.830000000000005
453,55.01120000000001
454,55.467000000000006
455,55.7124
456,58.17100000000001
457,56.976
458,57.58539999999999
459,57.666399999999996
460,54.497800000000005
461,52.9372
462,65.7966
463,56.80800000000001
464,55.22420000000001
465,55.6682
466,58.8596
467,56.8898
468,57.65939999999999
469,53.22739999999999
470,55.381400000000006
471,56.730999999999995
472,55.598800000000004
473,61.196000000000005
474,61.03340000000001
475,72.64160000000001
476,69.7366
477,69.22540000000001
478,66.6968
479,74.0068
480,74.146
481,71.2546
482,67.63059999999999
483,71.5174
484,69.5622
485,61.25275
486,50.299
487,55.102666666666664
488,56.20433333333333
489,59.470000000000006
490,49.020333333333326
491,52.239000000000004
492,51.13733333333334
493,57.64233333333334
494,51.42633333333334
495,59.955000000000005
496,52.95033333333333
497,56.65133333333333
498,48.885
499,55.329
500,55.137
501,57.998999999999995
502,48.259
503,52.702
504,54.2265
505,45.6175
506,50.203500000000005
507,43.759
508,67.069
509,50.099
510,42.369
511,105.99700000000001
