dataset,mean,stdev
0, 26.351474320241692, 3.3908961149255723
1, 26.880018126888217, 5.183035046827304
2, 28.36337764350453, 12.937528925430357
3, 26.811963746223565, 4.219701634420397
4, 28.288561933534744, 13.672612918185996
