dataset,mean,stdev
0, 54.93044727272727, 18.099751407736097
1, 55.71763272727273, 11.272103028529607
2, 78.80839272727273, 6.557363758831772
3, 54.595938181818184, 9.028474185005086
4, 52.673047272727274, 13.627582622222269
