window,mean latency
212,7.3111999999999995
213,8.7974
214,6.7188
215,6.4342
216,6.845999999999998
217,6.0708
218,6.2202
219,7.500200000000001
220,9.3338
221,7.972999999999999
222,7.3268
223,7.6228
224,5.974
225,7.6267999999999985
226,7.133599999999999
227,8.3432
228,9.0752
229,7.191599999999999
230,7.5836
231,9.0896
232,6.613999999999999
233,6.609
234,6.732799999999999
235,5.7844
236,7.593199999999999
237,7.6975999999999996
238,6.7463999999999995
239,5.9796
240,6.2711999999999986
241,6.9975999999999985
242,6.9626
243,6.893599999999999
244,6.710199999999999
245,7.171200000000001
246,7.4239999999999995
247,6.9963999999999995
248,7.233199999999999
249,7.241200000000001
250,7.0074
251,7.038799999999999
252,6.7074
253,7.811400000000001
254,7.722399999999999
255,7.245
256,7.0882000000000005
257,6.173799999999999
258,7.822999999999999
259,7.315599999999999
260,5.9356
261,6.760199999999999
262,7.5527999999999995
263,6.9384
264,6.285599999999999
265,7.3904
266,6.953799999999999
267,7.841800000000001
268,7.401000000000001
269,6.5596000000000005
270,8.2388
271,6.733
272,6.825399999999999
273,7.0318
274,7.2886
275,8.0968
276,7.164999999999999
277,7.1322
278,7.3668000000000005
279,6.599799999999999
280,10.916599999999999
281,7.539199999999999
282,7.240600000000001
283,10.0872
284,8.5944
285,6.2014
286,7.074000000000001
287,7.993600000000001
288,6.953799999999998
289,6.329000000000001
290,5.9994
291,6.9201999999999995
292,6.3454
293,7.538999999999999
294,7.1187999999999985
295,7.0222
296,7.5128
297,6.444599999999999
298,7.1872
299,6.4616
300,5.9372
301,6.2177999999999995
302,6.5068
303,7.440600000000001
304,8.4266
305,6.3066
306,7.49
307,7.83
308,7.1892
309,6.2048
310,6.754
311,6.5847999999999995
312,7.073199999999998
313,7.269
314,6.7976
315,6.731999999999999
316,6.8422
317,6.485799999999999
318,6.5724
319,7.106399999999999
320,6.762599999999999
321,6.3514
322,6.7456000000000005
323,6.8586
324,7.206799999999999
325,6.447600000000001
326,6.402999999999999
327,7.501599999999999
328,7.2676
329,7.6858
330,7.123399999999999
331,5.7589999999999995
332,7.7386
333,6.295
334,7.066
335,6.7848
336,5.688999999999999
337,7.2152
338,6.261799999999999
339,8.0174
340,6.9914000000000005
341,7.304199999999999
342,7.3629999999999995
343,7.8618
344,6.5653999999999995
345,9.1442
346,7.7904
347,6.291200000000001
348,6.711
349,7.7756
350,6.2774
351,6.0768
352,6.3132
353,7.3313999999999995
354,6.679
355,8.5044
356,6.850800000000001
357,6.5196
358,6.85
359,6.465599999999999
360,6.432599999999999
361,6.556
362,6.935599999999999
363,7.0482
364,6.9524
365,7.024199999999999
366,7.010399999999999
367,6.4628
368,6.350999999999999
369,6.429199999999999
370,6.725799999999998
371,6.4244
372,6.3622
373,7.175399999999999
374,7.325800000000001
375,6.0572
376,6.963199999999999
377,7.107799999999999
378,7.0558000000000005
379,7.6578
380,7.4256
381,6.989400000000001
382,7.141600000000001
383,5.859399999999999
384,5.235200000000001
385,7.115399999999999
386,7.2976
387,6.7602
388,7.291199999999999
389,6.7128
390,6.632000000000001
391,7.26
392,7.3225999999999996
393,6.525
394,6.408199999999999
395,7.5934
396,6.559399999999999
397,6.825399999999999
398,6.877600000000001
399,7.421999999999999
400,7.3026
401,6.757000000000001
402,5.9816
403,7.423399999999999
404,6.9786
405,6.695399999999999
406,6.9184
407,7.199
408,7.6992
409,7.504399999999999
410,7.6078
411,7.666000000000001
412,6.784599999999999
413,6.4694
414,8.067200000000001
415,7.7512
416,6.6244
417,7.5161999999999995
418,6.6934
419,7.3748000000000005
420,7.675800000000001
421,6.660399999999998
422,6.734999999999999
423,6.992400000000001
424,6.074199999999999
425,7.141799999999999
426,7.060999999999998
427,6.835800000000001
428,7.8058
429,7.9602
430,5.834200000000001
431,8.026
432,6.8676
433,6.734
434,7.6819999999999995
435,6.935799999999999
436,7.608
437,7.304199999999999
438,6.284999999999999
439,7.107799999999999
440,6.275799999999999
441,7.2307999999999995
442,7.2274
443,6.933200000000001
444,7.649999999999999
445,7.049999999999999
446,7.206800000000001
447,6.5304
448,7.288799999999999
449,7.761
450,6.463800000000001
451,7.135199999999999
452,6.2787999999999995
453,8.1552
454,6.7634
455,6.564800000000001
456,6.5116
457,6.390600000000001
458,7.1148
459,7.655399999999998
460,6.8915999999999995
461,7.997400000000001
462,7.0756
463,6.2776
464,6.603399999999999
465,6.756599999999999
466,6.2783999999999995
467,7.115
468,7.626
469,7.0924
470,7.447999999999999
471,7.236
472,8.4966
473,8.3724
474,7.6818
475,7.9512
476,7.5464
477,6.496799999999999
478,5.6928
479,6.734
480,6.405999999999999
481,6.846399999999998
482,7.2268
483,7.0714
484,7.288399999999998
485,6.7143999999999995
486,6.4866
487,6.9079999999999995
488,7.6636
489,7.588800000000001
490,7.195400000000001
491,5.625
492,6.5008
493,5.6586
494,6.1278
495,5.809
496,9.291799999999999
497,6.8422
498,7.3366
499,6.9392
500,7.3458
501,6.7822000000000005
