window,latency
null,2020-10-26 13:34:09.347625
null,2020-10-26 13:34:09.691541
null,2020-10-26 13:34:10.096407
null,2020-10-26 13:34:11.058526
null,2020-10-26 13:34:11.724426
null,2020-10-26 13:34:12.067384
null,2020-10-26 13:34:12.403261
null,2020-10-26 13:34:12.907394
null,2020-10-26 13:34:13.365527
null,2020-10-26 13:34:13.910859
null,2020-10-26 13:34:14.470227
null,2020-10-26 13:34:15.093968
null,2020-10-26 13:34:15.763071
null,2020-10-26 13:34:16.775689
null,2020-10-26 13:34:17.638490
null,2020-10-26 13:34:18.616570
null,2020-10-26 13:34:19.558040
null,2020-10-26 13:34:20.560857
null,2020-10-26 13:34:21.596021
null,2020-10-26 13:34:22.528186
null,2020-10-26 13:34:23.454665
null,2020-10-26 13:34:24.336706
null,2020-10-26 13:34:25.284531
null,2020-10-26 13:34:26.201963
null,2020-10-26 13:34:26.877494
null,2020-10-26 13:34:27.597719
null,2020-10-26 13:34:28.274900
null,2020-10-26 13:34:28.961415
null,2020-10-26 13:34:29.617418
null,2020-10-26 13:34:30.271830
null,2020-10-26 13:34:30.850794
null,2020-10-26 13:34:31.435587
null,2020-10-26 13:34:32.015998
null,2020-10-26 13:34:32.607430
null,2020-10-26 13:34:33.190728
null,2020-10-26 13:34:33.778475
null,2020-10-26 13:34:34.375494
null,2020-10-26 13:34:34.967486
null,2020-10-26 13:34:35.465476
null,2020-10-26 13:34:35.959180
null,2020-10-26 13:34:36.562596
null,2020-10-26 13:34:37.337661
null,2020-10-26 13:34:38.340726
null,2020-10-26 13:34:39.028052
null,2020-10-26 13:34:39.797238
null,2020-10-26 13:34:40.334437
null,2020-10-26 13:34:41.088618
null,2020-10-26 13:34:41.815991
null,2020-10-26 13:34:42.387502
null,2020-10-26 13:34:42.952833
null,2020-10-26 13:34:43.607718
null,2020-10-26 13:34:44.194585
null,2020-10-26 13:34:44.848834
null,2020-10-26 13:34:45.448509
null,2020-10-26 13:34:46.068589
null,2020-10-26 13:34:46.722253
null,2020-10-26 13:34:47.419709
null,2020-10-26 13:34:48.053583
null,2020-10-26 13:34:48.697225
null,2020-10-26 13:34:49.373930
null,2020-10-26 13:34:50.112622
null,2020-10-26 13:34:50.687187
null,2020-10-26 13:34:51.488161
null,2020-10-26 13:34:52.228619
null,2020-10-26 13:34:52.967144
null,2020-10-26 13:34:53.685806
null,2020-10-26 13:34:54.334113
null,2020-10-26 13:34:54.973545
null,2020-10-26 13:34:55.684599
null,2020-10-26 13:34:56.310063
null,2020-10-26 13:34:56.919268
null,2020-10-26 13:34:57.565478
null,2020-10-26 13:34:58.228728
null,2020-10-26 13:34:58.847758
null,2020-10-26 13:34:59.483339
null,2020-10-26 13:35:00.155405
null,2020-10-26 13:35:00.798120
null,2020-10-26 13:35:01.429662
null,2020-10-26 13:35:02.267493
null,2020-10-26 13:35:02.981671
null,2020-10-26 13:35:03.767782
null,2020-10-26 13:35:04.556568
null,2020-10-26 13:35:05.279434
null,2020-10-26 13:35:06.010924
null,2020-10-26 13:35:06.605883
null,2020-10-26 13:35:07.223250
null,2020-10-26 13:35:07.874075
null,2020-10-26 13:35:08.526286
null,2020-10-26 13:35:09.185985
null,2020-10-26 13:35:09.860302
null,2020-10-26 13:35:10.494904
null,2020-10-26 13:35:11.123425
null,2020-10-26 13:35:11.783602
null,2020-10-26 13:35:12.424246
null,2020-10-26 13:35:13.083113
null,2020-10-26 13:35:13.751495
null,2020-10-26 13:35:14.428119
null,2020-10-26 13:35:15.175992
null,2020-10-26 13:35:15.754302
null,2020-10-26 13:35:16.304172
null,2020-10-26 13:35:16.866772
null,2020-10-26 13:35:17.450499
null,2020-10-26 13:35:18.025810
null,2020-10-26 13:35:18.613319
null,2020-10-26 13:35:19.209303
null,2020-10-26 13:35:19.793632
null,2020-10-26 13:35:20.417451
null,2020-10-26 13:35:21.091775
null,2020-10-26 13:35:21.766349
null,2020-10-26 13:35:22.422664
null,2020-10-26 13:35:23.075715
null,2020-10-26 13:35:23.807911
null,2020-10-26 13:35:24.401704
null,2020-10-26 13:35:24.984089
null,2020-10-26 13:35:25.572429
null,2020-10-26 13:35:26.169183
null,2020-10-26 13:35:26.765674
null,2020-10-26 13:35:27.346946
null,2020-10-26 13:35:27.969468
null,2020-10-26 13:35:28.577217
null,2020-10-26 13:35:29.045229
null,2020-10-26 13:35:29.527399
null,2020-10-26 13:35:30.035887
null,2020-10-26 13:35:30.610179
null,2020-10-26 13:35:31.126883
null,2020-10-26 13:35:31.640742
null,2020-10-26 13:35:32.166868
null,2020-10-26 13:35:32.722210
null,2020-10-26 13:35:33.331641
null,2020-10-26 13:35:33.948978
null,2020-10-26 13:35:34.578453
null,2020-10-26 13:35:35.224608
null,2020-10-26 13:35:35.906775
null,2020-10-26 13:35:36.561134
null,2020-10-26 13:35:37.188162
null,2020-10-26 13:35:37.848382
null,2020-10-26 13:35:38.496705
null,2020-10-26 13:35:39.174815
null,2020-10-26 13:35:39.837179
null,2020-10-26 13:35:40.495926
null,2020-10-26 13:35:41.275529
null,2020-10-26 13:35:41.819446
null,2020-10-26 13:35:42.407193
null,2020-10-26 13:35:43.035528
null,2020-10-26 13:35:43.615207
null,2020-10-26 13:35:44.261855
null,2020-10-26 13:35:44.862452
null,2020-10-26 13:35:45.518295
null,2020-10-26 13:35:46.176649
null,2020-10-26 13:35:46.786950
null,2020-10-26 13:35:47.410993
null,2020-10-26 13:35:48.056440
null,2020-10-26 13:35:48.700924
null,2020-10-26 13:35:49.369637
null,2020-10-26 13:35:50.044824
null,2020-10-26 13:35:50.705108
null,2020-10-26 13:35:51.383953
null,2020-10-26 13:35:52.074617
null,2020-10-26 13:35:52.742183
null,2020-10-26 13:35:53.430105
null,2020-10-26 13:35:54.124184
null,2020-10-26 13:35:54.815035
null,2020-10-26 13:35:55.412354
null,2020-10-26 13:35:55.916757
null,2020-10-26 13:35:56.433128
null,2020-10-26 13:35:56.959819
null,2020-10-26 13:35:57.489039
null,2020-10-26 13:35:58.029671
null,2020-10-26 13:35:58.568131
null,2020-10-26 13:35:59.108903
null,2020-10-26 13:35:59.687844
null,2020-10-26 13:36:00.256892
null,2020-10-26 13:36:00.844457
null,2020-10-26 13:36:01.450000
null,2020-10-26 13:36:02.018405
null,2020-10-26 13:36:02.591176
null,2020-10-26 13:36:03.187513
null,2020-10-26 13:36:03.791284
null,2020-10-26 13:36:04.387379
null,2020-10-26 13:36:05.006766
null,2020-10-26 13:36:05.639645
null,2020-10-26 13:36:06.277546
null,2020-10-26 13:36:06.965056
null,2020-10-26 13:36:07.603145
null,2020-10-26 13:36:08.255444
null,2020-10-26 13:36:08.891662
null,2020-10-26 13:36:09.499418
null,2020-10-26 13:36:10.218262
null,2020-10-26 13:36:10.824005
null,2020-10-26 13:36:11.445280
null,2020-10-26 13:36:12.109408
null,2020-10-26 13:36:12.759689
null,2020-10-26 13:36:13.461903
null,2020-10-26 13:36:14.051747
null,2020-10-26 13:36:14.655477
null,2020-10-26 13:36:15.275048
null,2020-10-26 13:36:15.893141
null,2020-10-26 13:36:16.627892
null,2020-10-26 13:36:17.260961
null,2020-10-26 13:36:17.905221
null,2020-10-26 13:36:18.561116
null,2020-10-26 13:36:19.218441
null,2020-10-26 13:36:19.927783
null,2020-10-26 13:36:20.646392
null,2020-10-26 13:36:21.272610
null,2020-10-26 13:36:21.874690
null,2020-10-26 13:36:22.492094
null,2020-10-26 13:36:23.117071
null,2020-10-26 13:36:23.743080
null,2020-10-26 13:36:24.376809
null,2020-10-26 13:36:25.146337
null,2020-10-26 13:36:25.790685
null,2020-10-26 13:36:26.402409
null,2020-10-26 13:36:27.033680
null,2020-10-26 13:36:27.663245
null,2020-10-26 13:36:28.282327
null,2020-10-26 13:36:28.913944
null,2020-10-26 13:36:29.550263
null,2020-10-26 13:36:30.190263
null,2020-10-26 13:36:30.831792
null,2020-10-26 13:36:31.485216
null,2020-10-26 13:36:32.231420
null,2020-10-26 13:36:32.889933
null,2020-10-26 13:36:33.545375
null,2020-10-26 13:36:34.198399
null,2020-10-26 13:36:34.853535
null,2020-10-26 13:36:35.549764
null,2020-10-26 13:36:36.101415
null,2020-10-26 13:36:36.667791
